date,hospital,city,drug,stock_units,usage_today,reorder_flag,delivery_delayed,supplier,supplier_country,geo_risk,expired,temperature_risk,unit_cost_inr
2026-04-24,Apollo Chennai,Chennai,"ProSirona,",60,14,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1199
2026-03-26,KIMS Hyderabad,Hyderabad,Pink,385,64,True,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-03-27,KIMS Hyderabad,Hyderabad,Pink,327,58,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-03-28,KIMS Hyderabad,Hyderabad,Pink,258,69,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-03-29,KIMS Hyderabad,Hyderabad,Pink,197,61,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-03-30,KIMS Hyderabad,Hyderabad,Pink,140,57,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-03-31,KIMS Hyderabad,Hyderabad,Pink,446,67,True,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-01,KIMS Hyderabad,Hyderabad,Pink,387,59,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-02,KIMS Hyderabad,Hyderabad,Pink,334,53,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-03,KIMS Hyderabad,Hyderabad,Pink,280,54,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-04,KIMS Hyderabad,Hyderabad,Pink,217,63,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-05,KIMS Hyderabad,Hyderabad,Pink,149,68,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-06,KIMS Hyderabad,Hyderabad,Pink,303,60,True,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-07,KIMS Hyderabad,Hyderabad,Pink,242,61,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-08,KIMS Hyderabad,Hyderabad,Pink,192,50,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-09,KIMS Hyderabad,Hyderabad,Pink,139,53,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-10,KIMS Hyderabad,Hyderabad,Pink,496,62,True,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-11,KIMS Hyderabad,Hyderabad,Pink,440,56,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-12,KIMS Hyderabad,Hyderabad,Pink,376,64,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-13,KIMS Hyderabad,Hyderabad,Pink,328,48,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-14,KIMS Hyderabad,Hyderabad,Pink,265,63,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-15,KIMS Hyderabad,Hyderabad,Pink,212,53,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-16,KIMS Hyderabad,Hyderabad,Pink,162,50,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-17,KIMS Hyderabad,Hyderabad,Pink,344,51,True,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-18,KIMS Hyderabad,Hyderabad,Pink,292,52,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-19,KIMS Hyderabad,Hyderabad,Pink,243,49,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-20,KIMS Hyderabad,Hyderabad,Pink,187,56,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-21,KIMS Hyderabad,Hyderabad,Pink,124,63,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-22,KIMS Hyderabad,Hyderabad,Pink,544,60,True,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-23,KIMS Hyderabad,Hyderabad,Pink,480,64,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-04-24,KIMS Hyderabad,Hyderabad,Pink,434,46,False,False,PharmaCorp,India,LOW,False,NORMAL,3644
2026-03-26,AIIMS Delhi,Delhi,Podophyllum,119,11,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-03-27,AIIMS Delhi,Delhi,Podophyllum,108,11,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-03-28,AIIMS Delhi,Delhi,Podophyllum,99,9,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-03-29,AIIMS Delhi,Delhi,Podophyllum,87,12,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-03-30,AIIMS Delhi,Delhi,Podophyllum,75,12,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-03-31,AIIMS Delhi,Delhi,Podophyllum,62,13,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-01,AIIMS Delhi,Delhi,Podophyllum,50,12,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-02,AIIMS Delhi,Delhi,Podophyllum,42,8,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-03,AIIMS Delhi,Delhi,Podophyllum,30,12,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-04,AIIMS Delhi,Delhi,Podophyllum,220,10,True,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-05,AIIMS Delhi,Delhi,Podophyllum,208,12,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-06,AIIMS Delhi,Delhi,Podophyllum,198,10,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-07,AIIMS Delhi,Delhi,Podophyllum,189,9,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-08,AIIMS Delhi,Delhi,Podophyllum,180,9,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-09,AIIMS Delhi,Delhi,Podophyllum,170,10,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-10,AIIMS Delhi,Delhi,Podophyllum,161,9,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-11,AIIMS Delhi,Delhi,Podophyllum,148,13,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-12,AIIMS Delhi,Delhi,Podophyllum,139,9,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-13,AIIMS Delhi,Delhi,Podophyllum,129,10,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-14,AIIMS Delhi,Delhi,Podophyllum,120,9,False,False,BioPharm Ltd,India,LOW,False,CRITICAL,1689
2026-04-15,AIIMS Delhi,Delhi,Podophyllum,93,27,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-16,AIIMS Delhi,Delhi,Podophyllum,82,11,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-17,AIIMS Delhi,Delhi,Podophyllum,70,12,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-18,AIIMS Delhi,Delhi,Podophyllum,59,11,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-19,AIIMS Delhi,Delhi,Podophyllum,47,12,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-20,AIIMS Delhi,Delhi,Podophyllum,38,9,False,False,BioPharm Ltd,India,LOW,False,CRITICAL,1689
2026-04-21,AIIMS Delhi,Delhi,Podophyllum,29,9,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-22,AIIMS Delhi,Delhi,Podophyllum,20,9,True,True,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-23,AIIMS Delhi,Delhi,Podophyllum,156,12,True,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-04-24,AIIMS Delhi,Delhi,Podophyllum,146,10,False,False,BioPharm Ltd,India,LOW,False,HIGH,1689
2026-03-26,Fortis Mumbai,Mumbai,Methotrexate Injection,231,94,False,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-03-27,Fortis Mumbai,Mumbai,Methotrexate Injection,316,78,True,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-03-28,Fortis Mumbai,Mumbai,Methotrexate Injection,229,87,False,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-03-29,Fortis Mumbai,Mumbai,Methotrexate Injection,125,104,True,True,MedSupply India,India,LOW,False,NORMAL,4387
2026-03-30,Fortis Mumbai,Mumbai,Methotrexate Injection,158,101,True,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-03-31,Fortis Mumbai,Mumbai,Methotrexate Injection,57,101,True,True,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-01,Fortis Mumbai,Mumbai,Methotrexate Injection,116,99,True,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-02,Fortis Mumbai,Mumbai,Methotrexate Injection,340,106,True,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-03,Fortis Mumbai,Mumbai,Methotrexate Injection,244,96,False,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-04,Fortis Mumbai,Mumbai,Methotrexate Injection,478,98,True,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-05,Fortis Mumbai,Mumbai,Methotrexate Injection,402,76,False,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-06,Fortis Mumbai,Mumbai,Methotrexate Injection,305,97,False,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-07,Fortis Mumbai,Mumbai,Methotrexate Injection,232,73,False,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-08,Fortis Mumbai,Mumbai,Methotrexate Injection,254,95,True,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-09,Fortis Mumbai,Mumbai,Methotrexate Injection,429,81,True,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-10,Fortis Mumbai,Mumbai,Methotrexate Injection,348,81,False,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-11,Fortis Mumbai,Mumbai,Methotrexate Injection,255,93,False,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-12,Fortis Mumbai,Mumbai,Methotrexate Injection,376,101,True,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-13,Fortis Mumbai,Mumbai,Methotrexate Injection,293,83,False,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-14,Fortis Mumbai,Mumbai,Methotrexate Injection,197,96,False,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-15,Fortis Mumbai,Mumbai,Methotrexate Injection,512,85,True,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-16,Fortis Mumbai,Mumbai,Methotrexate Injection,411,101,False,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-17,Fortis Mumbai,Mumbai,Methotrexate Injection,326,85,False,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-18,Fortis Mumbai,Mumbai,Methotrexate Injection,239,87,False,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-19,Fortis Mumbai,Mumbai,Methotrexate Injection,268,102,True,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-20,Fortis Mumbai,Mumbai,Methotrexate Injection,178,90,False,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-21,Fortis Mumbai,Mumbai,Methotrexate Injection,459,101,True,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-22,Fortis Mumbai,Mumbai,Methotrexate Injection,372,87,False,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-23,Fortis Mumbai,Mumbai,Methotrexate Injection,272,100,False,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-04-24,Fortis Mumbai,Mumbai,Methotrexate Injection,183,89,False,False,MedSupply India,India,LOW,False,NORMAL,4387
2026-03-26,CMC Vellore,Vellore,Potassium,170,64,True,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-03-27,CMC Vellore,Vellore,Potassium,492,72,True,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-03-28,CMC Vellore,Vellore,Potassium,405,87,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-03-29,CMC Vellore,Vellore,Potassium,334,71,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-03-30,CMC Vellore,Vellore,Potassium,275,59,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-03-31,CMC Vellore,Vellore,Potassium,210,65,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-01,CMC Vellore,Vellore,Potassium,520,73,True,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-02,CMC Vellore,Vellore,Potassium,452,68,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-03,CMC Vellore,Vellore,Potassium,387,65,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-04,CMC Vellore,Vellore,Potassium,326,61,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-05,CMC Vellore,Vellore,Potassium,247,79,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-06,CMC Vellore,Vellore,Potassium,178,69,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-07,CMC Vellore,Vellore,Potassium,441,60,True,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-08,CMC Vellore,Vellore,Potassium,371,70,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-09,CMC Vellore,Vellore,Potassium,298,73,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-10,CMC Vellore,Vellore,Potassium,217,81,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-11,CMC Vellore,Vellore,Potassium,156,61,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-12,CMC Vellore,Vellore,Potassium,459,71,True,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-13,CMC Vellore,Vellore,Potassium,378,81,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-14,CMC Vellore,Vellore,Potassium,296,82,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-15,CMC Vellore,Vellore,Potassium,215,81,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-16,CMC Vellore,Vellore,Potassium,148,67,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-17,CMC Vellore,Vellore,Potassium,439,65,True,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-18,CMC Vellore,Vellore,Potassium,376,63,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-19,CMC Vellore,Vellore,Potassium,297,79,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-20,CMC Vellore,Vellore,Potassium,239,58,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-21,CMC Vellore,Vellore,Potassium,179,60,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-22,CMC Vellore,Vellore,Potassium,448,64,True,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-23,CMC Vellore,Vellore,Potassium,389,59,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-04-24,CMC Vellore,Vellore,Potassium,317,72,False,False,PharmaCorp,India,LOW,False,NORMAL,3196
2026-03-26,Apollo Chennai,Chennai,PGE,241,15,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-03-27,Apollo Chennai,Chennai,PGE,226,15,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-03-28,Apollo Chennai,Chennai,PGE,207,19,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-03-29,Apollo Chennai,Chennai,PGE,139,68,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-03-30,Apollo Chennai,Chennai,PGE,120,19,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-03-31,Apollo Chennai,Chennai,PGE,107,13,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-01,Apollo Chennai,Chennai,PGE,88,19,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-02,Apollo Chennai,Chennai,PGE,70,18,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-03,Apollo Chennai,Chennai,PGE,56,14,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-04,Apollo Chennai,Chennai,PGE,40,16,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-05,Apollo Chennai,Chennai,PGE,471,15,True,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-06,Apollo Chennai,Chennai,PGE,453,18,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-07,Apollo Chennai,Chennai,PGE,436,17,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-08,Apollo Chennai,Chennai,PGE,419,17,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-09,Apollo Chennai,Chennai,PGE,402,17,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-10,Apollo Chennai,Chennai,PGE,389,13,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-11,Apollo Chennai,Chennai,PGE,375,14,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-12,Apollo Chennai,Chennai,PGE,360,15,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-13,Apollo Chennai,Chennai,PGE,344,16,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-14,Apollo Chennai,Chennai,PGE,328,16,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-15,Apollo Chennai,Chennai,PGE,312,16,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-16,Apollo Chennai,Chennai,PGE,298,14,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-17,Apollo Chennai,Chennai,PGE,282,16,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-18,Apollo Chennai,Chennai,PGE,266,16,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-19,Apollo Chennai,Chennai,PGE,252,14,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-20,Apollo Chennai,Chennai,PGE,218,34,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-21,Apollo Chennai,Chennai,PGE,205,13,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-22,Apollo Chennai,Chennai,PGE,190,15,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-23,Apollo Chennai,Chennai,PGE,170,20,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-04-24,Apollo Chennai,Chennai,PGE,156,14,False,False,LifeSave Pharma,India,LOW,False,NORMAL,684
2026-03-26,Apollo Chennai,Chennai,Morphine,158,94,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-03-27,Apollo Chennai,Chennai,Morphine,69,89,True,True,PharmaCorp,India,LOW,False,NORMAL,1039
2026-03-28,Apollo Chennai,Chennai,Morphine,453,67,True,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-03-29,Apollo Chennai,Chennai,Morphine,367,86,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-03-30,Apollo Chennai,Chennai,Morphine,481,348,True,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-03-31,Apollo Chennai,Chennai,Morphine,412,69,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-01,Apollo Chennai,Chennai,Morphine,329,83,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-02,Apollo Chennai,Chennai,Morphine,248,81,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-03,Apollo Chennai,Chennai,Morphine,159,89,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-04,Apollo Chennai,Chennai,Morphine,506,69,True,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-05,Apollo Chennai,Chennai,Morphine,412,94,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-06,Apollo Chennai,Chennai,Morphine,336,76,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-07,Apollo Chennai,Chennai,Morphine,254,82,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-08,Apollo Chennai,Chennai,Morphine,175,79,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-09,Apollo Chennai,Chennai,Morphine,476,210,True,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-10,Apollo Chennai,Chennai,Morphine,411,65,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-11,Apollo Chennai,Chennai,Morphine,343,68,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-12,Apollo Chennai,Chennai,Morphine,270,73,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-13,Apollo Chennai,Chennai,Morphine,206,64,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-14,Apollo Chennai,Chennai,Morphine,492,83,True,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-15,Apollo Chennai,Chennai,Morphine,405,87,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-16,Apollo Chennai,Chennai,Morphine,319,86,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-17,Apollo Chennai,Chennai,Morphine,256,63,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-18,Apollo Chennai,Chennai,Morphine,190,66,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-19,Apollo Chennai,Chennai,Morphine,539,73,True,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-20,Apollo Chennai,Chennai,Morphine,357,182,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-21,Apollo Chennai,Chennai,Morphine,280,77,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-22,Apollo Chennai,Chennai,Morphine,205,75,False,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-23,Apollo Chennai,Chennai,Morphine,0,276,True,True,PharmaCorp,India,LOW,False,NORMAL,1039
2026-04-24,Apollo Chennai,Chennai,Morphine,306,91,True,False,PharmaCorp,India,LOW,False,NORMAL,1039
2026-03-26,KIMS Hyderabad,Hyderabad,Glutathione,0,91,True,True,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-03-27,KIMS Hyderabad,Hyderabad,Glutathione,463,79,True,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-03-28,KIMS Hyderabad,Hyderabad,Glutathione,374,89,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-03-29,KIMS Hyderabad,Hyderabad,Glutathione,287,87,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-03-30,KIMS Hyderabad,Hyderabad,Glutathione,201,86,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-03-31,KIMS Hyderabad,Hyderabad,Glutathione,119,82,True,True,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-01,KIMS Hyderabad,Hyderabad,Glutathione,362,81,True,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-02,KIMS Hyderabad,Hyderabad,Glutathione,288,74,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-03,KIMS Hyderabad,Hyderabad,Glutathione,208,80,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-04,KIMS Hyderabad,Hyderabad,Glutathione,141,67,True,True,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-05,KIMS Hyderabad,Hyderabad,Glutathione,552,68,True,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-06,KIMS Hyderabad,Hyderabad,Glutathione,486,66,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-07,KIMS Hyderabad,Hyderabad,Glutathione,409,77,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-08,KIMS Hyderabad,Hyderabad,Glutathione,313,96,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-09,KIMS Hyderabad,Hyderabad,Glutathione,247,66,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-10,KIMS Hyderabad,Hyderabad,Glutathione,177,70,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-11,KIMS Hyderabad,Hyderabad,Glutathione,463,94,True,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-12,KIMS Hyderabad,Hyderabad,Glutathione,378,85,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-13,KIMS Hyderabad,Hyderabad,Glutathione,306,72,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-14,KIMS Hyderabad,Hyderabad,Glutathione,227,79,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-15,KIMS Hyderabad,Hyderabad,Glutathione,332,76,True,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-16,KIMS Hyderabad,Hyderabad,Glutathione,240,92,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-17,KIMS Hyderabad,Hyderabad,Glutathione,331,77,True,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-18,KIMS Hyderabad,Hyderabad,Glutathione,264,67,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-19,KIMS Hyderabad,Hyderabad,Glutathione,196,68,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-20,KIMS Hyderabad,Hyderabad,Glutathione,123,73,True,True,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-21,KIMS Hyderabad,Hyderabad,Glutathione,378,87,True,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-22,KIMS Hyderabad,Hyderabad,Glutathione,303,75,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-23,KIMS Hyderabad,Hyderabad,Glutathione,452,268,True,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-04-24,KIMS Hyderabad,Hyderabad,Glutathione,383,69,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,2780
2026-03-26,Fortis Mumbai,Mumbai,MORPHINE,228,14,False,False,LifeSave Pharma,India,LOW,False,CRITICAL,3867
2026-03-27,Fortis Mumbai,Mumbai,MORPHINE,177,51,False,False,LifeSave Pharma,India,LOW,False,CRITICAL,3867
2026-03-28,Fortis Mumbai,Mumbai,MORPHINE,163,14,False,False,LifeSave Pharma,India,LOW,False,CRITICAL,3867
2026-03-29,Fortis Mumbai,Mumbai,MORPHINE,150,13,False,False,LifeSave Pharma,India,LOW,False,CRITICAL,3867
2026-03-30,Fortis Mumbai,Mumbai,MORPHINE,132,18,False,False,LifeSave Pharma,India,LOW,False,CRITICAL,3867
2026-03-31,Fortis Mumbai,Mumbai,MORPHINE,115,17,False,False,LifeSave Pharma,India,LOW,False,CRITICAL,3867
2026-04-01,Fortis Mumbai,Mumbai,MORPHINE,97,18,False,False,LifeSave Pharma,India,LOW,False,HIGH,3867
2026-04-02,Fortis Mumbai,Mumbai,MORPHINE,81,16,False,False,LifeSave Pharma,India,LOW,False,CRITICAL,3867
2026-04-03,Fortis Mumbai,Mumbai,MORPHINE,66,15,False,False,LifeSave Pharma,India,LOW,False,CRITICAL,3867
2026-04-04,Fortis Mumbai,Mumbai,MORPHINE,48,18,False,False,LifeSave Pharma,India,LOW,False,CRITICAL,3867
2026-04-05,Fortis Mumbai,Mumbai,MORPHINE,35,13,False,False,LifeSave Pharma,India,LOW,False,HIGH,3867
